Country,Year,gdp,gni,edu_m,edu_f,edu,gra_m,gra_f,gee,er_m,er_f,er,law,cpi
China,2004,3061.833173,4420,11.49524659,9.856012808,10.6756297,5.970477437,5.209081977,2.561829926,77.076,65.253,71.23,0,3.824637431
China,2005,3390.716159,5020,11.74308625,10.13387835,10.9384823,6.576500267,5.935304916,2.597240777,76.593,64.575,70.652,0,1.776414077
China,2006,3800.765796,5830,11.99626654,10.44292345,11.219595,7.379804682,6.775434317,2.632323988,76.208,63.96,70.154,0,1.649430995
China,2007,4319.031398,6840,12.24315974,10.71859278,11.48087626,8.127823645,7.717483809,2.700734854,75.805,63.331,69.64,0,4.816767674
China,2008,4711.643449,7630,12.59407026,11.02514069,11.80960548,8.94813813,8.781253995,3.631788254,75.112,62.514,68.886,0,5.92525137
China,2009,5128.904128,8290,12.92165652,11.34648939,12.13407295,9.809866797,10.03350744,3.751522064,74.508,61.755,68.205,0,-0.728165251
China,2010,5647.068727,9220,13.27158435,11.63384096,12.45271266,10.88275314,11.34261234,3.754642487,74.173,61.167,67.746,0,3.175324753
China,2011,6152.696873,10200,13.53974793,11.97416355,12.75695574,12.10326817,12.8316018,3.521965027,73.971,61.152,67.636,0,5.553898923
China,2012,6591.662494,11210,13.94186624,12.28781082,13.11483853,13.27943152,14.77776659,3.944000006,73.395,60.83,67.185,0,2.619524326
China,2013,7056.423092,11910,14.3367616,12.60060149,13.46868154,15.29823971,17.04911995,3.710000038,72.828,60.533,66.751,0,2.621050017
China,2014,7532.785301,12720,14.65393938,12.99931222,13.8266258,22.1252594,26.23140907,3.579999924,72.372,60.341,66.425,0,1.921641628
China,2015,8016.445595,13140,14.97366269,13.4121629,14.19291279,25.18878937,30.48180962,3.813999891,71.888,60.133,66.078,0,1.437023809
China,2016,8516.528742,13810,15.30059832,13.82336347,14.56198089,27.35527039,34.05643082,3.760999918,71.419,59.929,65.739,0,2.000001822
China,2017,9053.228725,14730,15.65316117,14.19842306,14.92579212,29.14616013,37.49784851,3.624000072,70.825,59.64,65.295,0,1.593136001
China,2018,9619.209475,15940,16.04836536,14.56309117,15.30572827,29.39012909,39.80183029,3.542494535,70.271,59.385,64.887,0,2.0747904
China,2019,10155.51088,17210,16.43865278,14.99692028,15.71778653,29.48432922,41.32534027,3.541054726,69.503,58.999,64.307,0,2.899234164
China,2020,10358.17,17750,16.81529999,15.41804981,16.1166749,31.1536808,44.67612076,3.572956324,67.817,57.511,62.719,0,2.419421895
China,2021,11223.25535,20260,17.21458603,15.86953611,16.54206107,34.40768051,49.58729935,3.297843456,68.912,59.099,64.056,0,0.981015136
China,2022,11560.24212,22360,17.72253928,16.28177043,17.00215486,37.2638092,52.44742966,3.298387527,68.592,58.44,63.568,0,1.973575557
China,2023,12174.00411,24380,18.20671798,16.72211111,17.46441455,41.67852367,60.53480043,3.364481896,68.137,57.927,63.085,0,0.234836829
Denmark,2004,50792.00095,32980,28.9588317,29.30049738,29.12966454,33.84835052,60.40652847,8.207630157,68.103,57.102,62.502,0,1.154356931
Denmark,2005,51835.83271,34430,29.52265376,30.15330499,29.83797937,37.82099152,68.60250092,8.085570335,67.947,57.205,62.479,0,1.817814583
Denmark,2006,53687.44155,37790,29.91692734,30.95965958,30.43829346,37.08850098,65.04160309,7.729909897,68.738,58.165,63.359,0,1.924221385
Denmark,2007,53935.87025,39210,30.48206897,31.78356288,31.13281592,39.81428146,65.68058014,7.615600109,68.497,58.108,63.213,0,1.693265862
